Province,Area,Bedrooms,Bathrooms,Floors,HouseType,Price
Cần Thơ,72.2,2,3,1,Chung cư,7.993
Hải Phòng,108.1,2,3,1,Chung cư,12.843
Đà Nẵng,55.7,3,3,4,Chung cư,9.744
Khánh Hòa,106.5,3,3,1,Nhà phố,31.445
Bà Rịa-VT,111.9,4,4,1,Nhà trọ,6.313
Hải Phòng,98.1,2,1,3,Nhà phố,13.671
TP.HCM,45.7,4,5,2,Biệt thự,40.066
TP.HCM,119.2,2,3,4,Chung cư,41.37
Hà Nội,313.8,1,2,1,Chung cư,55.713
Hải Phòng,104.3,3,3,1,Biệt thự,25.543
Bà Rịa-VT,20.0,3,4,2,Chung cư,3.382
Quảng Ninh,189.5,5,4,2,Chung cư,19.764
Đồng Nai,59.0,3,2,2,Chung cư,8.589
Bà Rịa-VT,350.5,4,5,2,Biệt thự,63.01
Đồng Nai,96.5,4,4,4,Nhà phố,13.839
Đồng Nai,32.8,3,4,4,Chung cư,5.979
Khánh Hòa,26.1,3,2,1,Nhà trọ,5.157
Hà Nội,226.7,3,2,2,Biệt thự,120.643
Bà Rịa-VT,174.8,5,4,2,Đất nền,12.915
Bà Rịa-VT,342.3,4,5,4,Biệt thự,77.458
Khánh Hòa,90.6,2,1,5,Nhà phố,17.485
Hải Phòng,87.0,4,4,1,Biệt thự,34.435
Hải Phòng,71.5,2,3,3,Đất nền,8.784
Hải Phòng,60.6,3,4,2,Nhà trọ,6.085
Bình Dương,71.1,2,1,1,Đất nền,5.628
Đồng Nai,102.6,3,2,1,Biệt thự,30.132
Bình Dương,54.3,4,4,2,Đất nền,8.809
Hà Nội,33.1,2,3,2,Biệt thự,26.172
Khánh Hòa,99.1,1,1,1,Nhà trọ,9.421
Bà Rịa-VT,53.5,2,2,3,Nhà trọ,3.554
Đồng Nai,20.0,3,2,1,Nhà phố,5.649
Bình Dương,125.4,2,3,2,Nhà trọ,9.99
Bình Dương,46.3,2,1,2,Chung cư,6.681
Cần Thơ,133.9,2,3,1,Đất nền,9.729
Bình Dương,132.0,3,2,2,Đất nền,12.005
Quảng Ninh,106.7,2,3,1,Biệt thự,18.907
Bà Rịa-VT,402.7,3,3,2,Nhà trọ,16.834
Quảng Ninh,82.9,1,2,1,Nhà phố,15.376
Bà Rịa-VT,75.8,3,3,2,Nhà phố,12.806
Khánh Hòa,135.7,2,3,1,Nhà phố,26.629
Bà Rịa-VT,87.1,3,3,3,Chung cư,11.329
Quảng Ninh,180.6,2,1,3,Nhà trọ,8.268
Bà Rịa-VT,42.0,3,4,1,Nhà phố,8.903
Khánh Hòa,42.5,5,4,2,Chung cư,11.483
Khánh Hòa,142.5,4,4,1,Đất nền,24.282
Hà Nội,44.8,3,4,2,Biệt thự,21.638
Bà Rịa-VT,129.7,3,4,1,Nhà trọ,5.978
Cần Thơ,112.4,4,3,2,Nhà trọ,5.007
Hải Phòng,59.3,3,4,2,Đất nền,7.545
TP.HCM,112.2,2,3,4,Nhà trọ,18.883
Khánh Hòa,42.9,4,3,2,Nhà trọ,5.373
Đà Nẵng,49.4,3,4,2,Nhà trọ,5.045
Hải Phòng,78.1,2,1,2,Nhà trọ,5.957
Đồng Nai,94.4,2,1,4,Chung cư,13.639
Bà Rịa-VT,75.0,2,1,3,Chung cư,7.518
Quảng Ninh,116.7,3,2,1,Biệt thự,31.753
TP.HCM,113.6,2,1,3,Nhà trọ,11.178
Đà Nẵng,225.3,2,2,2,Đất nền,33.11
Hải Phòng,85.0,2,2,3,Nhà phố,22.779
Bà Rịa-VT,184.3,3,2,3,Biệt thự,41.383
Hà Nội,156.4,3,3,1,Nhà phố,28.4
Đồng Nai,356.5,2,2,3,Nhà phố,44.823
TP.HCM,83.4,1,2,1,Nhà trọ,11.349
Cần Thơ,70.0,2,1,1,Đất nền,5.887
Hà Nội,191.4,4,4,1,Nhà phố,68.791
Đà Nẵng,113.4,3,4,3,Nhà phố,28.595
TP.HCM,194.2,3,4,1,Biệt thự,80.301
Hà Nội,138.4,1,1,1,Đất nền,21.332
Đồng Nai,25.4,3,2,3,Đất nền,4.043
Cần Thơ,112.8,3,4,1,Nhà phố,16.9
Hà Nội,108.5,2,1,1,Đất nền,15.976
Bình Dương,97.5,2,1,1,Biệt thự,32.418
Cần Thơ,83.2,2,3,2,Biệt thự,31.097
Đà Nẵng,34.6,4,5,2,Biệt thự,15.891
Đồng Nai,152.1,4,3,1,Nhà trọ,6.504
Bà Rịa-VT,112.6,3,3,5,Nhà phố,16.586
Quảng Ninh,174.4,3,2,3,Đất nền,11.745
Quảng Ninh,35.8,2,2,2,Biệt thự,11.843
Quảng Ninh,122.0,3,4,2,Nhà phố,23.244
TP.HCM,78.2,3,3,2,Nhà phố,40.031
Đà Nẵng,98.1,2,3,3,Nhà trọ,8.532
Đồng Nai,78.7,4,3,1,Đất nền,9.062
Cần Thơ,124.7,2,1,1,Đất nền,6.967
TP.HCM,81.6,2,3,4,Biệt thự,47.302
Đà Nẵng,47.9,3,4,1,Biệt thự,21.527
